REGION,TECHNOLOGY,EMISSION,MODE_OF_OPERATION,YEAR,VALUE
GLOBAL,PWRPETKENXX01,CO2,2,2026,0.0668
GLOBAL,PWRPETKENXX01,CO2,2,2027,0.0668
GLOBAL,PWRPETKENXX01,CO2,2,2028,0.0668
GLOBAL,PWRPETKENXX01,CO2,2,2029,0.0668
GLOBAL,PWRPETKENXX01,CO2,2,2030,0.0668
GLOBAL,PWRPETKENXX01,CO2,2,2031,0.0668
GLOBAL,PWRPETKENXX01,CO2,2,2032,0.0668
GLOBAL,PWRPETKENXX01,CO2,2,2033,0.0668
GLOBAL,PWRPETKENXX01,CO2,2,2034,0.0668
GLOBAL,PWRPETKENXX01,CO2,2,2035,0.0668
GLOBAL,PWRPETKENXX01,CO2,2,2036,0.0668
GLOBAL,PWRPETKENXX01,CO2,2,2037,0.0668
GLOBAL,PWRPETKENXX01,CO2,2,2038,0.0668
GLOBAL,PWRPETKENXX01,CO2,2,2039,0.0668
GLOBAL,PWRPETKENXX01,CO2,2,2040,0.0668
GLOBAL,PWRGEOKENXX01,CO2,1,2020,0
GLOBAL,PWRGEOKENXX01,CO2,1,2021,0
GLOBAL,PWRGEOKENXX01,CO2,1,2022,0
GLOBAL,PWRGEOKENXX01,CO2,1,2023,0
GLOBAL,PWRGEOKENXX01,CO2,1,2024,0
GLOBAL,PWRGEOKENXX01,CO2,1,2025,0
GLOBAL,PWRGEOKENXX01,CO2,1,2026,0
GLOBAL,PWRGEOKENXX01,CO2,1,2027,0
GLOBAL,PWRGEOKENXX01,CO2,1,2028,0
GLOBAL,PWRGEOKENXX01,CO2,1,2029,0
GLOBAL,PWRGEOKENXX01,CO2,1,2030,0
GLOBAL,PWRGEOKENXX01,CO2,1,2031,0
GLOBAL,PWRGEOKENXX01,CO2,1,2032,0
GLOBAL,PWRGEOKENXX01,CO2,1,2033,0
GLOBAL,PWRGEOKENXX01,CO2,1,2034,0
GLOBAL,PWRGEOKENXX01,CO2,1,2035,0
GLOBAL,PWRGEOKENXX01,CO2,1,2036,0
GLOBAL,PWRGEOKENXX01,CO2,1,2037,0
GLOBAL,PWRGEOKENXX01,CO2,1,2038,0
GLOBAL,PWRGEOKENXX01,CO2,1,2039,0
GLOBAL,PWRGEOKENXX01,CO2,1,2040,0
GLOBAL,PWRCOGKENXX01,CO2,1,2020,0.0933
GLOBAL,PWRCOGKENXX01,CO2,1,2021,0.0933
GLOBAL,PWRCOGKENXX01,CO2,1,2022,0.0933
GLOBAL,PWRCOGKENXX01,CO2,1,2023,0.0933
GLOBAL,PWRCOGKENXX01,CO2,1,2024,0.0933
GLOBAL,PWRCOGKENXX01,CO2,1,2025,0.0933
GLOBAL,PWRCOGKENXX01,CO2,1,2026,0.0933
GLOBAL,PWRCOGKENXX01,CO2,1,2027,0.0933
GLOBAL,PWRCOGKENXX01,CO2,1,2028,0.0933
GLOBAL,PWRCOGKENXX01,CO2,1,2029,0.0933
GLOBAL,PWRCOGKENXX01,CO2,1,2030,0.0933
GLOBAL,PWRCOGKENXX01,CO2,1,2031,0.0933
GLOBAL,PWRCOGKENXX01,CO2,1,2032,0.0933
GLOBAL,PWRCOGKENXX01,CO2,1,2033,0.0933
GLOBAL,PWRCOGKENXX01,CO2,1,2034,0.0933
GLOBAL,PWRCOGKENXX01,CO2,1,2035,0.0933
GLOBAL,PWRCOGKENXX01,CO2,1,2036,0.0933
GLOBAL,PWRCOGKENXX01,CO2,1,2037,0.0933
GLOBAL,PWRCOGKENXX01,CO2,1,2038,0.0933
GLOBAL,PWRCOGKENXX01,CO2,1,2039,0.0933
GLOBAL,PWRCOGKENXX01,CO2,1,2040,0.0933
GLOBAL,PWRCOGKENXX01,CO2,2,2020,0.0933
GLOBAL,PWRCOGKENXX01,CO2,2,2021,0.0933
GLOBAL,PWRCOGKENXX01,CO2,2,2022,0.0933
GLOBAL,PWRCOGKENXX01,CO2,2,2023,0.0933
GLOBAL,PWRCOGKENXX01,CO2,2,2024,0.0933
GLOBAL,PWRCOGKENXX01,CO2,2,2025,0.0933
GLOBAL,PWRCOGKENXX01,CO2,2,2026,0.0933
GLOBAL,PWRCOGKENXX01,CO2,2,2027,0.0933
GLOBAL,PWRCOGKENXX01,CO2,2,2028,0.0933
GLOBAL,PWRCOGKENXX01,CO2,2,2029,0.0933
GLOBAL,PWRCOGKENXX01,CO2,2,2030,0.0933
GLOBAL,PWRCOGKENXX01,CO2,2,2031,0.0933
GLOBAL,PWRCOGKENXX01,CO2,2,2032,0.0933
GLOBAL,PWRCOGKENXX01,CO2,2,2033,0.0933
GLOBAL,PWRCOGKENXX01,CO2,2,2034,0.0933
GLOBAL,PWRCOGKENXX01,CO2,2,2035,0.0933
GLOBAL,PWRCOGKENXX01,CO2,2,2036,0.0933
GLOBAL,PWRCOGKENXX01,CO2,2,2037,0.0933
GLOBAL,PWRCOGKENXX01,CO2,2,2038,0.0933
GLOBAL,PWRCOGKENXX01,CO2,2,2039,0.0933
GLOBAL,PWRCOGKENXX01,CO2,2,2040,0.0933
GLOBAL,MINGASINT,CO2,1,2020,0
GLOBAL,MINGASINT,CO2,1,2021,0
GLOBAL,MINGASINT,CO2,1,2022,0
GLOBAL,MINGASINT,CO2,1,2023,0
GLOBAL,MINGASINT,CO2,1,2024,0
GLOBAL,MINGASINT,CO2,1,2025,0
GLOBAL,MINGASINT,CO2,1,2026,0
GLOBAL,MINGASINT,CO2,1,2027,0
GLOBAL,MINGASINT,CO2,1,2028,0
GLOBAL,MINGASINT,CO2,1,2029,0
GLOBAL,MINGASINT,CO2,1,2030,0
GLOBAL,MINGASINT,CO2,1,2031,0
GLOBAL,MINGASINT,CO2,1,2032,0
GLOBAL,MINGASINT,CO2,1,2033,0
GLOBAL,MINGASINT,CO2,1,2034,0
GLOBAL,MINGASINT,CO2,1,2035,0
GLOBAL,MINGASINT,CO2,1,2036,0
GLOBAL,MINGASINT,CO2,1,2037,0
GLOBAL,MINGASINT,CO2,1,2038,0
GLOBAL,MINGASINT,CO2,1,2039,0
GLOBAL,MINGASINT,CO2,1,2040,0
GLOBAL,MINOILINT,CO2,1,2020,0.0709
GLOBAL,MINOILINT,CO2,1,2021,0.0709
GLOBAL,MINOILINT,CO2,1,2022,0.0709
GLOBAL,MINOILINT,CO2,1,2023,0.0709
GLOBAL,MINOILINT,CO2,1,2024,0.0709
GLOBAL,MINOILINT,CO2,1,2025,0.0709
GLOBAL,MINOILINT,CO2,1,2026,0.0709
GLOBAL,MINOILINT,CO2,1,2027,0.0709
GLOBAL,MINOILINT,CO2,1,2028,0.0709
GLOBAL,MINOILINT,CO2,1,2029,0.0709
GLOBAL,MINOILINT,CO2,1,2030,0.0709
GLOBAL,MINOILINT,CO2,1,2031,0.0709
GLOBAL,MINOILINT,CO2,1,2032,0.0709
GLOBAL,MINOILINT,CO2,1,2033,0.0709
GLOBAL,MINOILINT,CO2,1,2034,0.0709
GLOBAL,MINOILINT,CO2,1,2035,0.0709
GLOBAL,MINOILINT,CO2,1,2036,0.0709
GLOBAL,MINOILINT,CO2,1,2037,0.0709
GLOBAL,MINOILINT,CO2,1,2038,0.0709
GLOBAL,MINOILINT,CO2,1,2039,0.0709
GLOBAL,MINOILINT,CO2,1,2040,0.0709
GLOBAL,MINOTHINT,CO2,1,2020,0.0503
GLOBAL,MINOTHINT,CO2,1,2021,0.0503
GLOBAL,MINOTHINT,CO2,1,2022,0.0503
GLOBAL,MINOTHINT,CO2,1,2023,0.0503
GLOBAL,MINOTHINT,CO2,1,2024,0.0503
GLOBAL,MINOTHINT,CO2,1,2025,0.0503
GLOBAL,MINOTHINT,CO2,1,2026,0.0503
GLOBAL,MINOTHINT,CO2,1,2027,0.0503
GLOBAL,MINOTHINT,CO2,1,2028,0.0503
GLOBAL,MINOTHINT,CO2,1,2029,0.0503
GLOBAL,MINOTHINT,CO2,1,2030,0.0503
GLOBAL,MINOTHINT,CO2,1,2031,0.0503
GLOBAL,MINOTHINT,CO2,1,2032,0.0503
GLOBAL,MINOTHINT,CO2,1,2033,0.0503
GLOBAL,MINOTHINT,CO2,1,2034,0.0503
GLOBAL,MINOTHINT,CO2,1,2035,0.0503
GLOBAL,MINOTHINT,CO2,1,2036,0.0503
GLOBAL,MINOTHINT,CO2,1,2037,0.0503
GLOBAL,MINOTHINT,CO2,1,2038,0.0503
GLOBAL,MINOTHINT,CO2,1,2039,0.0503
GLOBAL,MINOTHINT,CO2,1,2040,0.0503
GLOBAL,MINCOAINT,CO2,1,2020,0.0933
GLOBAL,MINCOAINT,CO2,1,2021,0.0933
GLOBAL,MINCOAINT,CO2,1,2022,0.0933
GLOBAL,MINCOAINT,CO2,1,2023,0.0933
GLOBAL,MINCOAINT,CO2,1,2024,0.0933
GLOBAL,MINCOAINT,CO2,1,2025,0.0933
GLOBAL,MINCOAINT,CO2,1,2026,0.0933
GLOBAL,MINCOAINT,CO2,1,2027,0.0933
GLOBAL,MINCOAINT,CO2,1,2028,0.0933
GLOBAL,MINCOAINT,CO2,1,2029,0.0933
GLOBAL,MINCOAINT,CO2,1,2030,0.0933
GLOBAL,MINCOAINT,CO2,1,2031,0.0933
GLOBAL,MINCOAINT,CO2,1,2032,0.0933
GLOBAL,MINCOAINT,CO2,1,2033,0.0933
GLOBAL,MINCOAINT,CO2,1,2034,0.0933
GLOBAL,MINCOAINT,CO2,1,2035,0.0933
GLOBAL,MINCOAINT,CO2,1,2036,0.0933
GLOBAL,MINCOAINT,CO2,1,2037,0.0933
GLOBAL,MINCOAINT,CO2,1,2038,0.0933
GLOBAL,MINCOAINT,CO2,1,2039,0.0933
GLOBAL,MINCOAINT,CO2,1,2040,0.0933
GLOBAL,MINURNINT,CO2,1,2020,0
GLOBAL,MINURNINT,CO2,1,2021,0
GLOBAL,MINURNINT,CO2,1,2022,0
GLOBAL,MINURNINT,CO2,1,2023,0
GLOBAL,MINURNINT,CO2,1,2024,0
GLOBAL,MINURNINT,CO2,1,2025,0
GLOBAL,MINURNINT,CO2,1,2026,0
GLOBAL,MINURNINT,CO2,1,2027,0
GLOBAL,MINURNINT,CO2,1,2028,0
GLOBAL,MINURNINT,CO2,1,2029,0
GLOBAL,MINURNINT,CO2,1,2030,0
GLOBAL,MINURNINT,CO2,1,2031,0
GLOBAL,MINURNINT,CO2,1,2032,0
GLOBAL,MINURNINT,CO2,1,2033,0
GLOBAL,MINURNINT,CO2,1,2034,0
GLOBAL,MINURNINT,CO2,1,2035,0
GLOBAL,MINURNINT,CO2,1,2036,0
GLOBAL,MINURNINT,CO2,1,2037,0
GLOBAL,MINURNINT,CO2,1,2038,0
GLOBAL,MINURNINT,CO2,1,2039,0
GLOBAL,MINURNINT,CO2,1,2040,0
GLOBAL,MINPETINT,CO2,1,2020,0.0668
GLOBAL,MINPETINT,CO2,1,2021,0.0668
GLOBAL,MINPETINT,CO2,1,2022,0.0668
GLOBAL,MINPETINT,CO2,1,2023,0.0668
GLOBAL,MINPETINT,CO2,1,2024,0.0668
GLOBAL,MINPETINT,CO2,1,2025,0.0668
GLOBAL,MINPETINT,CO2,1,2026,0.0668
GLOBAL,MINPETINT,CO2,1,2027,0.0668
GLOBAL,MINPETINT,CO2,1,2028,0.0668
GLOBAL,MINPETINT,CO2,1,2029,0.0668
GLOBAL,MINPETINT,CO2,1,2030,0.0668
GLOBAL,MINPETINT,CO2,1,2031,0.0668
GLOBAL,MINPETINT,CO2,1,2032,0.0668
GLOBAL,MINPETINT,CO2,1,2033,0.0668
GLOBAL,MINPETINT,CO2,1,2034,0.0668
GLOBAL,MINPETINT,CO2,1,2035,0.0668
GLOBAL,MINPETINT,CO2,1,2036,0.0668
GLOBAL,MINPETINT,CO2,1,2037,0.0668
GLOBAL,MINPETINT,CO2,1,2038,0.0668
GLOBAL,MINPETINT,CO2,1,2039,0.0668
GLOBAL,MINPETINT,CO2,1,2040,0.0668
GLOBAL,MINCOGINT,CO2,1,2020,0.0933
GLOBAL,MINCOGINT,CO2,1,2021,0.0933
GLOBAL,MINCOGINT,CO2,1,2022,0.0933
GLOBAL,MINCOGINT,CO2,1,2023,0.0933
GLOBAL,MINCOGINT,CO2,1,2024,0.0933
GLOBAL,MINCOGINT,CO2,1,2025,0.0933
GLOBAL,MINCOGINT,CO2,1,2026,0.0933
GLOBAL,MINCOGINT,CO2,1,2027,0.0933
GLOBAL,MINCOGINT,CO2,1,2028,0.0933
GLOBAL,MINCOGINT,CO2,1,2029,0.0933
GLOBAL,MINCOGINT,CO2,1,2030,0.0933
GLOBAL,MINCOGINT,CO2,1,2031,0.0933
GLOBAL,MINCOGINT,CO2,1,2032,0.0933
GLOBAL,MINCOGINT,CO2,1,2033,0.0933
GLOBAL,MINCOGINT,CO2,1,2034,0.0933
GLOBAL,MINCOGINT,CO2,1,2035,0.0933
GLOBAL,MINCOGINT,CO2,1,2036,0.0933
GLOBAL,MINCOGINT,CO2,1,2037,0.0933
GLOBAL,MINCOGINT,CO2,1,2038,0.0933
GLOBAL,MINCOGINT,CO2,1,2039,0.0933
GLOBAL,MINCOGINT,CO2,1,2040,0.0933
GLOBAL,PWRTRNKENXX,CO2,1,2020,0
GLOBAL,PWRTRNKENXX,CO2,1,2021,0
GLOBAL,PWRTRNKENXX,CO2,1,2022,0
GLOBAL,PWRTRNKENXX,CO2,1,2023,0
GLOBAL,PWRTRNKENXX,CO2,1,2024,0
GLOBAL,PWRTRNKENXX,CO2,1,2025,0
GLOBAL,PWRTRNKENXX,CO2,1,2026,0
GLOBAL,PWRTRNKENXX,CO2,1,2027,0
GLOBAL,PWRTRNKENXX,CO2,1,2028,0
GLOBAL,PWRTRNKENXX,CO2,1,2029,0
GLOBAL,PWRTRNKENXX,CO2,1,2030,0
GLOBAL,PWRTRNKENXX,CO2,1,2031,0
GLOBAL,PWRTRNKENXX,CO2,1,2032,0
GLOBAL,PWRTRNKENXX,CO2,1,2033,0
GLOBAL,PWRTRNKENXX,CO2,1,2034,0
GLOBAL,PWRTRNKENXX,CO2,1,2035,0
GLOBAL,PWRTRNKENXX,CO2,1,2036,0
GLOBAL,PWRTRNKENXX,CO2,1,2037,0
GLOBAL,PWRTRNKENXX,CO2,1,2038,0
GLOBAL,PWRTRNKENXX,CO2,1,2039,0
GLOBAL,PWRTRNKENXX,CO2,1,2040,0
GLOBAL,PWRCCGKENXX01,CO2,1,2020,0.0503
GLOBAL,PWRCCGKENXX01,CO2,1,2021,0.0503
GLOBAL,PWRCCGKENXX01,CO2,1,2022,0.0503
GLOBAL,PWRCCGKENXX01,CO2,1,2023,0.0503
GLOBAL,PWRCCGKENXX01,CO2,1,2024,0.0503
GLOBAL,PWRCCGKENXX01,CO2,1,2025,0.0503
GLOBAL,PWRCCGKENXX01,CO2,1,2026,0.0503
GLOBAL,PWRCCGKENXX01,CO2,1,2027,0.0503
GLOBAL,PWRCCGKENXX01,CO2,1,2028,0.0503
GLOBAL,PWRCCGKENXX01,CO2,1,2029,0.0503
GLOBAL,PWRCCGKENXX01,CO2,1,2030,0.0503
GLOBAL,PWRCCGKENXX01,CO2,1,2031,0.0503
GLOBAL,PWRCCGKENXX01,CO2,1,2032,0.0503
GLOBAL,PWRCCGKENXX01,CO2,1,2033,0.0503
GLOBAL,PWRCCGKENXX01,CO2,1,2034,0.0503
GLOBAL,PWRCCGKENXX01,CO2,1,2035,0.0503
GLOBAL,PWRCCGKENXX01,CO2,1,2036,0.0503
GLOBAL,PWRCCGKENXX01,CO2,1,2037,0.0503
GLOBAL,PWRCCGKENXX01,CO2,1,2038,0.0503
GLOBAL,PWRCCGKENXX01,CO2,1,2039,0.0503
GLOBAL,PWRCCGKENXX01,CO2,1,2040,0.0503
GLOBAL,PWRCCGKENXX01,CO2,2,2020,0.0503
GLOBAL,PWRCCGKENXX01,CO2,2,2021,0.0503
GLOBAL,PWRCCGKENXX01,CO2,2,2022,0.0503
GLOBAL,PWRCCGKENXX01,CO2,2,2023,0.0503
GLOBAL,PWRCCGKENXX01,CO2,2,2024,0.0503
GLOBAL,PWRCCGKENXX01,CO2,2,2025,0.0503
GLOBAL,PWRCCGKENXX01,CO2,2,2026,0.0503
GLOBAL,PWRCCGKENXX01,CO2,2,2027,0.0503
GLOBAL,PWRCCGKENXX01,CO2,2,2028,0.0503
GLOBAL,PWRCCGKENXX01,CO2,2,2029,0.0503
GLOBAL,PWRCCGKENXX01,CO2,2,2030,0.0503
GLOBAL,PWRCCGKENXX01,CO2,2,2031,0.0503
GLOBAL,PWRCCGKENXX01,CO2,2,2032,0.0503
GLOBAL,PWRCCGKENXX01,CO2,2,2033,0.0503
GLOBAL,PWRCCGKENXX01,CO2,2,2034,0.0503
GLOBAL,PWRCCGKENXX01,CO2,2,2035,0.0503
GLOBAL,PWRCCGKENXX01,CO2,2,2036,0.0503
GLOBAL,PWRCCGKENXX01,CO2,2,2037,0.0503
GLOBAL,PWRCCGKENXX01,CO2,2,2038,0.0503
GLOBAL,PWRCCGKENXX01,CO2,2,2039,0.0503
GLOBAL,PWRCCGKENXX01,CO2,2,2040,0.0503
GLOBAL,PWROCGKENXX01,CO2,1,2020,0.0503
GLOBAL,PWROCGKENXX01,CO2,1,2021,0.0503
GLOBAL,PWROCGKENXX01,CO2,1,2022,0.0503
GLOBAL,PWROCGKENXX01,CO2,1,2023,0.0503
GLOBAL,PWROCGKENXX01,CO2,1,2024,0.0503
GLOBAL,PWROCGKENXX01,CO2,1,2025,0.0503
GLOBAL,PWROCGKENXX01,CO2,1,2026,0.0503
GLOBAL,PWROCGKENXX01,CO2,1,2027,0.0503
GLOBAL,PWROCGKENXX01,CO2,1,2028,0.0503
GLOBAL,PWROCGKENXX01,CO2,1,2029,0.0503
GLOBAL,PWROCGKENXX01,CO2,1,2030,0.0503
GLOBAL,PWROCGKENXX01,CO2,1,2031,0.0503
GLOBAL,PWROCGKENXX01,CO2,1,2032,0.0503
GLOBAL,PWROCGKENXX01,CO2,1,2033,0.0503
GLOBAL,PWROCGKENXX01,CO2,1,2034,0.0503
GLOBAL,PWROCGKENXX01,CO2,1,2035,0.0503
GLOBAL,PWROCGKENXX01,CO2,1,2036,0.0503
GLOBAL,PWROCGKENXX01,CO2,1,2037,0.0503
GLOBAL,PWROCGKENXX01,CO2,1,2038,0.0503
GLOBAL,PWROCGKENXX01,CO2,1,2039,0.0503
GLOBAL,PWROCGKENXX01,CO2,1,2040,0.0503
GLOBAL,PWROCGKENXX01,CO2,2,2020,0.0503
GLOBAL,PWROCGKENXX01,CO2,2,2021,0.0503
GLOBAL,PWROCGKENXX01,CO2,2,2022,0.0503
GLOBAL,PWROCGKENXX01,CO2,2,2023,0.0503
GLOBAL,PWROCGKENXX01,CO2,2,2024,0.0503
GLOBAL,PWROCGKENXX01,CO2,2,2025,0.0503
GLOBAL,PWROCGKENXX01,CO2,2,2026,0.0503
GLOBAL,PWROCGKENXX01,CO2,2,2027,0.0503
GLOBAL,PWROCGKENXX01,CO2,2,2028,0.0503
GLOBAL,PWROCGKENXX01,CO2,2,2029,0.0503
GLOBAL,PWROCGKENXX01,CO2,2,2030,0.0503
GLOBAL,PWROCGKENXX01,CO2,2,2031,0.0503
GLOBAL,PWROCGKENXX01,CO2,2,2032,0.0503
GLOBAL,PWROCGKENXX01,CO2,2,2033,0.0503
GLOBAL,PWROCGKENXX01,CO2,2,2034,0.0503
GLOBAL,PWROCGKENXX01,CO2,2,2035,0.0503
GLOBAL,PWROCGKENXX01,CO2,2,2036,0.0503
GLOBAL,PWROCGKENXX01,CO2,2,2037,0.0503
GLOBAL,PWROCGKENXX01,CO2,2,2038,0.0503
GLOBAL,PWROCGKENXX01,CO2,2,2039,0.0503
GLOBAL,PWROCGKENXX01,CO2,2,2040,0.0503
GLOBAL,DEMAGRDSL,CO2,7,2020,0.069788107
GLOBAL,DEMAGRDSL,CO2,7,2021,0.069788107
GLOBAL,DEMAGRDSL,CO2,7,2022,0.069788107
GLOBAL,DEMAGRDSL,CO2,7,2023,0.069788107
GLOBAL,DEMAGRDSL,CO2,7,2024,0.069788107
GLOBAL,DEMAGRDSL,CO2,7,2025,0.069788107
GLOBAL,DEMAGRDSL,CO2,7,2026,0.069788107
GLOBAL,DEMAGRDSL,CO2,7,2027,0.069788107
GLOBAL,DEMAGRDSL,CO2,7,2028,0.069788107
GLOBAL,DEMAGRDSL,CO2,7,2029,0.069788107
GLOBAL,DEMAGRDSL,CO2,7,2030,0.069788107
GLOBAL,DEMAGRDSL,CO2,7,2031,0.069788107
GLOBAL,DEMAGRDSL,CO2,7,2032,0.069788107
GLOBAL,DEMAGRDSL,CO2,7,2033,0.069788107
GLOBAL,DEMAGRDSL,CO2,7,2034,0.069788107
GLOBAL,DEMAGRDSL,CO2,7,2035,0.069788107
GLOBAL,DEMAGRDSL,CO2,7,2036,0.069788107
GLOBAL,DEMAGRDSL,CO2,7,2037,0.069788107
GLOBAL,DEMAGRDSL,CO2,7,2038,0.069788107
GLOBAL,DEMAGRDSL,CO2,7,2039,0.069788107
GLOBAL,DEMAGRDSL,CO2,7,2040,0.069788107
GLOBAL,DEMAGRDSL,CO2,10,2020,0.069788107
GLOBAL,DEMAGRDSL,CO2,10,2021,0.069788107
GLOBAL,DEMAGRDSL,CO2,10,2022,0.069788107
GLOBAL,DEMAGRDSL,CO2,10,2023,0.069788107
GLOBAL,DEMAGRDSL,CO2,10,2024,0.069788107
GLOBAL,DEMAGRDSL,CO2,10,2025,0.069788107
GLOBAL,DEMAGRDSL,CO2,10,2026,0.069788107
GLOBAL,DEMAGRDSL,CO2,10,2027,0.069788107
GLOBAL,DEMAGRDSL,CO2,10,2028,0.069788107
GLOBAL,DEMAGRDSL,CO2,10,2029,0.069788107
GLOBAL,DEMAGRDSL,CO2,10,2030,0.069788107
GLOBAL,DEMAGRDSL,CO2,10,2031,0.069788107
GLOBAL,DEMAGRDSL,CO2,10,2032,0.069788107
GLOBAL,DEMAGRDSL,CO2,10,2033,0.069788107
GLOBAL,DEMAGRDSL,CO2,10,2034,0.069788107
GLOBAL,DEMAGRDSL,CO2,10,2035,0.069788107
GLOBAL,DEMAGRDSL,CO2,10,2036,0.069788107
GLOBAL,DEMAGRDSL,CO2,10,2037,0.069788107
GLOBAL,DEMAGRDSL,CO2,10,2038,0.069788107
GLOBAL,DEMAGRDSL,CO2,10,2039,0.069788107
GLOBAL,DEMAGRDSL,CO2,10,2040,0.069788107
GLOBAL,DEMAGRDSL,CO2,11,2020,0.069788107
GLOBAL,DEMAGRDSL,CO2,11,2021,0.069788107
GLOBAL,DEMAGRDSL,CO2,11,2022,0.069788107
GLOBAL,DEMAGRDSL,CO2,11,2023,0.069788107
GLOBAL,DEMAGRDSL,CO2,11,2024,0.069788107
GLOBAL,DEMAGRDSL,CO2,11,2025,0.069788107
GLOBAL,DEMAGRDSL,CO2,11,2026,0.069788107
GLOBAL,DEMAGRDSL,CO2,11,2027,0.069788107
GLOBAL,DEMAGRDSL,CO2,11,2028,0.069788107
GLOBAL,DEMAGRDSL,CO2,11,2029,0.069788107
GLOBAL,DEMAGRDSL,CO2,11,2030,0.069788107
GLOBAL,DEMAGRDSL,CO2,11,2031,0.069788107
GLOBAL,DEMAGRDSL,CO2,11,2032,0.069788107
GLOBAL,DEMAGRDSL,CO2,11,2033,0.069788107
GLOBAL,DEMAGRDSL,CO2,11,2034,0.069788107
GLOBAL,DEMAGRDSL,CO2,11,2035,0.069788107
GLOBAL,DEMAGRDSL,CO2,11,2036,0.069788107
GLOBAL,DEMAGRDSL,CO2,11,2037,0.069788107
GLOBAL,DEMAGRDSL,CO2,11,2038,0.069788107
GLOBAL,DEMAGRDSL,CO2,11,2039,0.069788107
GLOBAL,DEMAGRDSL,CO2,11,2040,0.069788107
GLOBAL,DEMAGRDSL,CO2,14,2020,0.069788107
GLOBAL,DEMAGRDSL,CO2,14,2021,0.069788107
GLOBAL,DEMAGRDSL,CO2,14,2022,0.069788107
GLOBAL,DEMAGRDSL,CO2,14,2023,0.069788107
GLOBAL,DEMAGRDSL,CO2,14,2024,0.069788107
GLOBAL,DEMAGRDSL,CO2,14,2025,0.069788107
GLOBAL,DEMAGRDSL,CO2,14,2026,0.069788107
GLOBAL,DEMAGRDSL,CO2,14,2027,0.069788107
GLOBAL,DEMAGRDSL,CO2,14,2028,0.069788107
GLOBAL,DEMAGRDSL,CO2,14,2029,0.069788107
GLOBAL,DEMAGRDSL,CO2,14,2030,0.069788107
GLOBAL,DEMAGRDSL,CO2,14,2031,0.069788107
GLOBAL,DEMAGRDSL,CO2,14,2032,0.069788107
GLOBAL,DEMAGRDSL,CO2,14,2033,0.069788107
GLOBAL,DEMAGRDSL,CO2,14,2034,0.069788107
GLOBAL,DEMAGRDSL,CO2,14,2035,0.069788107
GLOBAL,DEMAGRDSL,CO2,14,2036,0.069788107
GLOBAL,DEMAGRDSL,CO2,14,2037,0.069788107
GLOBAL,DEMAGRDSL,CO2,14,2038,0.069788107
GLOBAL,DEMAGRDSL,CO2,14,2039,0.069788107
GLOBAL,DEMAGRDSL,CO2,14,2040,0.069788107
GLOBAL,DEMAGRDSL,CO2,19,2020,0.069788107
GLOBAL,DEMAGRDSL,CO2,19,2021,0.069788107
GLOBAL,DEMAGRDSL,CO2,19,2022,0.069788107
GLOBAL,DEMAGRDSL,CO2,19,2023,0.069788107
GLOBAL,DEMAGRDSL,CO2,19,2024,0.069788107
GLOBAL,DEMAGRDSL,CO2,19,2025,0.069788107
GLOBAL,DEMAGRDSL,CO2,19,2026,0.069788107
GLOBAL,DEMAGRDSL,CO2,19,2027,0.069788107
GLOBAL,DEMAGRDSL,CO2,19,2028,0.069788107
GLOBAL,DEMAGRDSL,CO2,19,2029,0.069788107
GLOBAL,DEMAGRDSL,CO2,19,2030,0.069788107
GLOBAL,DEMAGRDSL,CO2,19,2031,0.069788107
GLOBAL,DEMAGRDSL,CO2,19,2032,0.069788107
GLOBAL,DEMAGRDSL,CO2,19,2033,0.069788107
GLOBAL,DEMAGRDSL,CO2,19,2034,0.069788107
GLOBAL,DEMAGRDSL,CO2,19,2035,0.069788107
GLOBAL,DEMAGRDSL,CO2,19,2036,0.069788107
GLOBAL,DEMAGRDSL,CO2,19,2037,0.069788107
GLOBAL,DEMAGRDSL,CO2,19,2038,0.069788107
GLOBAL,DEMAGRDSL,CO2,19,2039,0.069788107
GLOBAL,DEMAGRDSL,CO2,19,2040,0.069788107
GLOBAL,DEMAGRDSL,CO2,24,2020,0.069788107
GLOBAL,DEMAGRDSL,CO2,24,2021,0.069788107
GLOBAL,DEMAGRDSL,CO2,24,2022,0.069788107
GLOBAL,DEMAGRDSL,CO2,24,2023,0.069788107
GLOBAL,DEMAGRDSL,CO2,24,2024,0.069788107
GLOBAL,DEMAGRDSL,CO2,24,2025,0.069788107
GLOBAL,DEMAGRDSL,CO2,24,2026,0.069788107
GLOBAL,DEMAGRDSL,CO2,24,2027,0.069788107
GLOBAL,DEMAGRDSL,CO2,24,2028,0.069788107
GLOBAL,DEMAGRDSL,CO2,24,2029,0.069788107
GLOBAL,DEMAGRDSL,CO2,24,2030,0.069788107
GLOBAL,DEMAGRDSL,CO2,24,2031,0.069788107
GLOBAL,DEMAGRDSL,CO2,24,2032,0.069788107
GLOBAL,DEMAGRDSL,CO2,24,2033,0.069788107
GLOBAL,DEMAGRDSL,CO2,24,2034,0.069788107
GLOBAL,DEMAGRDSL,CO2,24,2035,0.069788107
GLOBAL,DEMAGRDSL,CO2,24,2036,0.069788107
GLOBAL,DEMAGRDSL,CO2,24,2037,0.069788107
GLOBAL,DEMAGRDSL,CO2,24,2038,0.069788107
GLOBAL,DEMAGRDSL,CO2,24,2039,0.069788107
GLOBAL,DEMAGRDSL,CO2,24,2040,0.069788107
GLOBAL,DEMAGRDSL,CO2,1,2020,0.069788107
