REGION,TECHNOLOGY,TIMESLICE,YEAR,VALUE
GLOBAL,PWRWOFKENXX01,S2D2,2026,0.3286
GLOBAL,PWRWOFKENXX01,S2D2,2027,0.3286
GLOBAL,PWRWOFKENXX01,S2D2,2028,0.3286
GLOBAL,PWRWOFKENXX01,S2D2,2029,0.3286
GLOBAL,PWRWOFKENXX01,S2D2,2030,0.3286
GLOBAL,PWRWOFKENXX01,S2D2,2031,0.3286
GLOBAL,PWRWOFKENXX01,S2D2,2032,0.3286
GLOBAL,PWRWOFKENXX01,S2D2,2033,0.3286
GLOBAL,PWRWOFKENXX01,S2D2,2034,0.3286
GLOBAL,PWRWOFKENXX01,S2D2,2035,0.3286
GLOBAL,PWRWOFKENXX01,S2D2,2036,0.3286
GLOBAL,PWRWOFKENXX01,S2D2,2037,0.3286
GLOBAL,PWRWOFKENXX01,S2D2,2038,0.3286
GLOBAL,PWRWOFKENXX01,S2D2,2039,0.3286
GLOBAL,PWRWOFKENXX01,S2D2,2040,0.3286
GLOBAL,PWRWOFKENXX01,S3D1,2020,0.3644
GLOBAL,PWRWOFKENXX01,S3D1,2021,0.3644
GLOBAL,PWRWOFKENXX01,S3D1,2022,0.3644
GLOBAL,PWRWOFKENXX01,S3D1,2023,0.3644
GLOBAL,PWRWOFKENXX01,S3D1,2024,0.3644
GLOBAL,PWRWOFKENXX01,S3D1,2025,0.3644
GLOBAL,PWRWOFKENXX01,S3D1,2026,0.3644
GLOBAL,PWRWOFKENXX01,S3D1,2027,0.3644
GLOBAL,PWRWOFKENXX01,S3D1,2028,0.3644
GLOBAL,PWRWOFKENXX01,S3D1,2029,0.3644
GLOBAL,PWRWOFKENXX01,S3D1,2030,0.3644
GLOBAL,PWRWOFKENXX01,S3D1,2031,0.3644
GLOBAL,PWRWOFKENXX01,S3D1,2032,0.3644
GLOBAL,PWRWOFKENXX01,S3D1,2033,0.3644
GLOBAL,PWRWOFKENXX01,S3D1,2034,0.3644
GLOBAL,PWRWOFKENXX01,S3D1,2035,0.3644
GLOBAL,PWRWOFKENXX01,S3D1,2036,0.3644
GLOBAL,PWRWOFKENXX01,S3D1,2037,0.3644
GLOBAL,PWRWOFKENXX01,S3D1,2038,0.3644
GLOBAL,PWRWOFKENXX01,S3D1,2039,0.3644
GLOBAL,PWRWOFKENXX01,S3D1,2040,0.3644
GLOBAL,PWRWOFKENXX01,S3D2,2020,0.4123
GLOBAL,PWRWOFKENXX01,S3D2,2021,0.4123
GLOBAL,PWRWOFKENXX01,S3D2,2022,0.4123
GLOBAL,PWRWOFKENXX01,S3D2,2023,0.4123
GLOBAL,PWRWOFKENXX01,S3D2,2024,0.4123
GLOBAL,PWRWOFKENXX01,S3D2,2025,0.4123
GLOBAL,PWRWOFKENXX01,S3D2,2026,0.4123
GLOBAL,PWRWOFKENXX01,S3D2,2027,0.4123
GLOBAL,PWRWOFKENXX01,S3D2,2028,0.4123
GLOBAL,PWRWOFKENXX01,S3D2,2029,0.4123
GLOBAL,PWRWOFKENXX01,S3D2,2030,0.4123
GLOBAL,PWRWOFKENXX01,S3D2,2031,0.4123
GLOBAL,PWRWOFKENXX01,S3D2,2032,0.4123
GLOBAL,PWRWOFKENXX01,S3D2,2033,0.4123
GLOBAL,PWRWOFKENXX01,S3D2,2034,0.4123
GLOBAL,PWRWOFKENXX01,S3D2,2035,0.4123
GLOBAL,PWRWOFKENXX01,S3D2,2036,0.4123
GLOBAL,PWRWOFKENXX01,S3D2,2037,0.4123
GLOBAL,PWRWOFKENXX01,S3D2,2038,0.4123
GLOBAL,PWRWOFKENXX01,S3D2,2039,0.4123
GLOBAL,PWRWOFKENXX01,S3D2,2040,0.4123
GLOBAL,PWRWOFKENXX01,S4D1,2020,0.1824
GLOBAL,PWRWOFKENXX01,S4D1,2021,0.1824
GLOBAL,PWRWOFKENXX01,S4D1,2022,0.1824
GLOBAL,PWRWOFKENXX01,S4D1,2023,0.1824
GLOBAL,PWRWOFKENXX01,S4D1,2024,0.1824
GLOBAL,PWRWOFKENXX01,S4D1,2025,0.1824
GLOBAL,PWRWOFKENXX01,S4D1,2026,0.1824
GLOBAL,PWRWOFKENXX01,S4D1,2027,0.1824
GLOBAL,PWRWOFKENXX01,S4D1,2028,0.1824
GLOBAL,PWRWOFKENXX01,S4D1,2029,0.1824
GLOBAL,PWRWOFKENXX01,S4D1,2030,0.1824
GLOBAL,PWRWOFKENXX01,S4D1,2031,0.1824
GLOBAL,PWRWOFKENXX01,S4D1,2032,0.1824
GLOBAL,PWRWOFKENXX01,S4D1,2033,0.1824
GLOBAL,PWRWOFKENXX01,S4D1,2034,0.1824
GLOBAL,PWRWOFKENXX01,S4D1,2035,0.1824
GLOBAL,PWRWOFKENXX01,S4D1,2036,0.1824
GLOBAL,PWRWOFKENXX01,S4D1,2037,0.1824
GLOBAL,PWRWOFKENXX01,S4D1,2038,0.1824
GLOBAL,PWRWOFKENXX01,S4D1,2039,0.1824
GLOBAL,PWRWOFKENXX01,S4D1,2040,0.1824
GLOBAL,PWRWOFKENXX01,S4D2,2020,0.2572
GLOBAL,PWRWOFKENXX01,S4D2,2021,0.2572
GLOBAL,PWRWOFKENXX01,S4D2,2022,0.2572
GLOBAL,PWRWOFKENXX01,S4D2,2023,0.2572
GLOBAL,PWRWOFKENXX01,S4D2,2024,0.2572
GLOBAL,PWRWOFKENXX01,S4D2,2025,0.2572
GLOBAL,PWRWOFKENXX01,S4D2,2026,0.2572
GLOBAL,PWRWOFKENXX01,S4D2,2027,0.2572
GLOBAL,PWRWOFKENXX01,S4D2,2028,0.2572
GLOBAL,PWRWOFKENXX01,S4D2,2029,0.2572
GLOBAL,PWRWOFKENXX01,S4D2,2030,0.2572
GLOBAL,PWRWOFKENXX01,S4D2,2031,0.2572
GLOBAL,PWRWOFKENXX01,S4D2,2032,0.2572
GLOBAL,PWRWOFKENXX01,S4D2,2033,0.2572
GLOBAL,PWRWOFKENXX01,S4D2,2034,0.2572
GLOBAL,PWRWOFKENXX01,S4D2,2035,0.2572
GLOBAL,PWRWOFKENXX01,S4D2,2036,0.2572
GLOBAL,PWRWOFKENXX01,S4D2,2037,0.2572
GLOBAL,PWRWOFKENXX01,S4D2,2038,0.2572
GLOBAL,PWRWOFKENXX01,S4D2,2039,0.2572
GLOBAL,PWRWOFKENXX01,S4D2,2040,0.2572
