REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
GLOBAL,LNDOTHLRTOT,LTOT,1,2038,1
GLOBAL,LNDOTHLRTOT,LTOT,1,2039,1
GLOBAL,LNDOTHLRTOT,LTOT,1,2040,1
GLOBAL,LNDOTHHRTOT,LTOT,1,2020,1
GLOBAL,LNDOTHHRTOT,LTOT,1,2021,1
GLOBAL,LNDOTHHRTOT,LTOT,1,2022,1
GLOBAL,LNDOTHHRTOT,LTOT,1,2023,1
GLOBAL,LNDOTHHRTOT,LTOT,1,2024,1
GLOBAL,LNDOTHHRTOT,LTOT,1,2025,1
GLOBAL,LNDOTHHRTOT,LTOT,1,2026,1
GLOBAL,LNDOTHHRTOT,LTOT,1,2027,1
GLOBAL,LNDOTHHRTOT,LTOT,1,2028,1
GLOBAL,LNDOTHHRTOT,LTOT,1,2029,1
GLOBAL,LNDOTHHRTOT,LTOT,1,2030,1
GLOBAL,LNDOTHHRTOT,LTOT,1,2031,1
GLOBAL,LNDOTHHRTOT,LTOT,1,2032,1
GLOBAL,LNDOTHHRTOT,LTOT,1,2033,1
GLOBAL,LNDOTHHRTOT,LTOT,1,2034,1
GLOBAL,LNDOTHHRTOT,LTOT,1,2035,1
GLOBAL,LNDOTHHRTOT,LTOT,1,2036,1
GLOBAL,LNDOTHHRTOT,LTOT,1,2037,1
GLOBAL,LNDOTHHRTOT,LTOT,1,2038,1
GLOBAL,LNDOTHHRTOT,LTOT,1,2039,1
GLOBAL,LNDOTHHRTOT,LTOT,1,2040,1
GLOBAL,LNDAGRKENC01,LMZELITOT,1,2020,1
GLOBAL,LNDAGRKENC01,LMZELITOT,1,2021,1
GLOBAL,LNDAGRKENC01,LMZELITOT,1,2022,1
GLOBAL,LNDAGRKENC01,LMZELITOT,1,2023,1
GLOBAL,LNDAGRKENC01,LMZELITOT,1,2024,1
GLOBAL,LNDAGRKENC01,LMZELITOT,1,2025,1
GLOBAL,LNDAGRKENC01,LMZELITOT,1,2026,1
GLOBAL,LNDAGRKENC01,LMZELITOT,1,2027,1
GLOBAL,LNDAGRKENC01,LMZELITOT,1,2028,1
GLOBAL,LNDAGRKENC01,LMZELITOT,1,2029,1
GLOBAL,LNDAGRKENC01,LMZELITOT,1,2030,1
GLOBAL,LNDAGRKENC01,LMZELITOT,1,2031,1
GLOBAL,LNDAGRKENC01,LMZELITOT,1,2032,1
GLOBAL,LNDAGRKENC01,LMZELITOT,1,2033,1
GLOBAL,LNDAGRKENC01,LMZELITOT,1,2034,1
GLOBAL,LNDAGRKENC01,LMZELITOT,1,2035,1
GLOBAL,LNDAGRKENC01,LMZELITOT,1,2036,1
GLOBAL,LNDAGRKENC01,LMZELITOT,1,2037,1
GLOBAL,LNDAGRKENC01,LMZELITOT,1,2038,1
GLOBAL,LNDAGRKENC01,LMZELITOT,1,2039,1
GLOBAL,LNDAGRKENC01,LMZELITOT,1,2040,1
GLOBAL,LNDAGRKENC01,WTRPRCKEN,1,2020,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,1,2021,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,1,2022,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,1,2023,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,1,2024,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,1,2025,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,1,2026,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,1,2027,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,1,2028,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,1,2029,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,1,2030,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,1,2031,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,1,2032,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,1,2033,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,1,2034,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,1,2035,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,1,2036,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,1,2037,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,1,2038,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,1,2039,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,1,2040,0.78
GLOBAL,LNDAGRKENC01,AGRWATKEN,1,2020,0.13
GLOBAL,LNDAGRKENC01,AGRWATKEN,1,2021,0.13
GLOBAL,LNDAGRKENC01,AGRWATKEN,1,2022,0.13
GLOBAL,LNDAGRKENC01,AGRWATKEN,1,2023,0.13
GLOBAL,LNDAGRKENC01,AGRWATKEN,1,2024,0.13
GLOBAL,LNDAGRKENC01,AGRWATKEN,1,2025,0.13
GLOBAL,LNDAGRKENC01,AGRWATKEN,1,2026,0.13
GLOBAL,LNDAGRKENC01,AGRWATKEN,1,2027,0.13
GLOBAL,LNDAGRKENC01,AGRWATKEN,1,2028,0.13
GLOBAL,LNDAGRKENC01,AGRWATKEN,1,2029,0.13
GLOBAL,LNDAGRKENC01,AGRWATKEN,1,2030,0.13
GLOBAL,LNDAGRKENC01,AGRWATKEN,1,2031,0.13
GLOBAL,LNDAGRKENC01,AGRWATKEN,1,2032,0.13
GLOBAL,LNDAGRKENC01,AGRWATKEN,1,2033,0.13
GLOBAL,LNDAGRKENC01,AGRWATKEN,1,2034,0.13
GLOBAL,LNDAGRKENC01,AGRWATKEN,1,2035,0.13
GLOBAL,LNDAGRKENC01,AGRWATKEN,1,2036,0.13
GLOBAL,LNDAGRKENC01,AGRWATKEN,1,2037,0.13
GLOBAL,LNDAGRKENC01,AGRWATKEN,1,2038,0.13
GLOBAL,LNDAGRKENC01,AGRWATKEN,1,2039,0.13
GLOBAL,LNDAGRKENC01,AGRWATKEN,1,2040,0.13
GLOBAL,LNDAGRKENC01,LBEAHITOT,2,2020,1
GLOBAL,LNDAGRKENC01,LBEAHITOT,2,2021,1
GLOBAL,LNDAGRKENC01,LBEAHITOT,2,2022,1
GLOBAL,LNDAGRKENC01,LBEAHITOT,2,2023,1
GLOBAL,LNDAGRKENC01,LBEAHITOT,2,2024,1
GLOBAL,LNDAGRKENC01,LBEAHITOT,2,2025,1
GLOBAL,LNDAGRKENC01,LBEAHITOT,2,2026,1
GLOBAL,LNDAGRKENC01,LBEAHITOT,2,2027,1
GLOBAL,LNDAGRKENC01,LBEAHITOT,2,2028,1
GLOBAL,LNDAGRKENC01,LBEAHITOT,2,2029,1
GLOBAL,LNDAGRKENC01,LBEAHITOT,2,2030,1
GLOBAL,LNDAGRKENC01,LBEAHITOT,2,2031,1
GLOBAL,LNDAGRKENC01,LBEAHITOT,2,2032,1
GLOBAL,LNDAGRKENC01,LBEAHITOT,2,2033,1
GLOBAL,LNDAGRKENC01,LBEAHITOT,2,2034,1
GLOBAL,LNDAGRKENC01,LBEAHITOT,2,2035,1
GLOBAL,LNDAGRKENC01,LBEAHITOT,2,2036,1
GLOBAL,LNDAGRKENC01,LBEAHITOT,2,2037,1
GLOBAL,LNDAGRKENC01,LBEAHITOT,2,2038,1
GLOBAL,LNDAGRKENC01,LBEAHITOT,2,2039,1
GLOBAL,LNDAGRKENC01,LBEAHITOT,2,2040,1
GLOBAL,LNDAGRKENC01,WTRPRCKEN,2,2020,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,2,2021,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,2,2022,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,2,2023,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,2,2024,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,2,2025,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,2,2026,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,2,2027,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,2,2028,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,2,2029,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,2,2030,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,2,2031,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,2,2032,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,2,2033,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,2,2034,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,2,2035,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,2,2036,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,2,2037,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,2,2038,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,2,2039,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,2,2040,0.78
GLOBAL,LNDAGRKENC01,AGRWATKEN,2,2020,0.28
GLOBAL,LNDAGRKENC01,AGRWATKEN,2,2021,0.28
GLOBAL,LNDAGRKENC01,AGRWATKEN,2,2022,0.28
GLOBAL,LNDAGRKENC01,AGRWATKEN,2,2023,0.28
GLOBAL,LNDAGRKENC01,AGRWATKEN,2,2024,0.28
GLOBAL,LNDAGRKENC01,AGRWATKEN,2,2025,0.28
GLOBAL,LNDAGRKENC01,AGRWATKEN,2,2026,0.28
GLOBAL,LNDAGRKENC01,AGRWATKEN,2,2027,0.28
GLOBAL,LNDAGRKENC01,AGRWATKEN,2,2028,0.28
GLOBAL,LNDAGRKENC01,AGRWATKEN,2,2029,0.28
GLOBAL,LNDAGRKENC01,AGRWATKEN,2,2030,0.28
GLOBAL,LNDAGRKENC01,AGRWATKEN,2,2031,0.28
GLOBAL,LNDAGRKENC01,AGRWATKEN,2,2032,0.28
GLOBAL,LNDAGRKENC01,AGRWATKEN,2,2033,0.28
GLOBAL,LNDAGRKENC01,AGRWATKEN,2,2034,0.28
GLOBAL,LNDAGRKENC01,AGRWATKEN,2,2035,0.28
GLOBAL,LNDAGRKENC01,AGRWATKEN,2,2036,0.28
GLOBAL,LNDAGRKENC01,AGRWATKEN,2,2037,0.28
GLOBAL,LNDAGRKENC01,AGRWATKEN,2,2038,0.28
GLOBAL,LNDAGRKENC01,AGRWATKEN,2,2039,0.28
GLOBAL,LNDAGRKENC01,AGRWATKEN,2,2040,0.28
GLOBAL,LNDAGRKENC01,LSORHRTOT,3,2020,1
GLOBAL,LNDAGRKENC01,LSORHRTOT,3,2021,1
GLOBAL,LNDAGRKENC01,LSORHRTOT,3,2022,1
GLOBAL,LNDAGRKENC01,LSORHRTOT,3,2023,1
GLOBAL,LNDAGRKENC01,LSORHRTOT,3,2024,1
GLOBAL,LNDAGRKENC01,LSORHRTOT,3,2025,1
GLOBAL,LNDAGRKENC01,LSORHRTOT,3,2026,1
GLOBAL,LNDAGRKENC01,LSORHRTOT,3,2027,1
GLOBAL,LNDAGRKENC01,LSORHRTOT,3,2028,1
GLOBAL,LNDAGRKENC01,LSORHRTOT,3,2029,1
GLOBAL,LNDAGRKENC01,LSORHRTOT,3,2030,1
GLOBAL,LNDAGRKENC01,LSORHRTOT,3,2031,1
GLOBAL,LNDAGRKENC01,LSORHRTOT,3,2032,1
GLOBAL,LNDAGRKENC01,LSORHRTOT,3,2033,1
GLOBAL,LNDAGRKENC01,LSORHRTOT,3,2034,1
GLOBAL,LNDAGRKENC01,LSORHRTOT,3,2035,1
GLOBAL,LNDAGRKENC01,LSORHRTOT,3,2036,1
GLOBAL,LNDAGRKENC01,LSORHRTOT,3,2037,1
GLOBAL,LNDAGRKENC01,LSORHRTOT,3,2038,1
GLOBAL,LNDAGRKENC01,LSORHRTOT,3,2039,1
GLOBAL,LNDAGRKENC01,LSORHRTOT,3,2040,1
GLOBAL,LNDAGRKENC01,WTRPRCKEN,3,2020,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,3,2021,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,3,2022,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,3,2023,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,3,2024,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,3,2025,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,3,2026,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,3,2027,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,3,2028,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,3,2029,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,3,2030,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,3,2031,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,3,2032,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,3,2033,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,3,2034,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,3,2035,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,3,2036,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,3,2037,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,3,2038,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,3,2039,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,3,2040,0.78
GLOBAL,LNDAGRKENC01,AGRWATKEN,3,2021,0
GLOBAL,LNDAGRKENC01,AGRWATKEN,3,2023,0
GLOBAL,LNDAGRKENC01,AGRWATKEN,3,2025,0
GLOBAL,LNDAGRKENC01,AGRWATKEN,3,2027,0
GLOBAL,LNDAGRKENC01,AGRWATKEN,3,2029,0
GLOBAL,LNDAGRKENC01,AGRWATKEN,3,2031,0
GLOBAL,LNDAGRKENC01,AGRWATKEN,3,2033,0
GLOBAL,LNDAGRKENC01,AGRWATKEN,3,2035,0
GLOBAL,LNDAGRKENC01,AGRWATKEN,3,2037,0
GLOBAL,LNDAGRKENC01,AGRWATKEN,3,2039,0
GLOBAL,LNDAGRKENC01,LSORHITOT,4,2020,1
GLOBAL,LNDAGRKENC01,LSORHITOT,4,2021,1
GLOBAL,LNDAGRKENC01,LSORHITOT,4,2022,1
GLOBAL,LNDAGRKENC01,LSORHITOT,4,2023,1
GLOBAL,LNDAGRKENC01,LSORHITOT,4,2024,1
GLOBAL,LNDAGRKENC01,LSORHITOT,4,2025,1
GLOBAL,LNDAGRKENC01,LSORHITOT,4,2026,1
GLOBAL,LNDAGRKENC01,LSORHITOT,4,2027,1
GLOBAL,LNDAGRKENC01,LSORHITOT,4,2028,1
GLOBAL,LNDAGRKENC01,LSORHITOT,4,2029,1
GLOBAL,LNDAGRKENC01,LSORHITOT,4,2030,1
GLOBAL,LNDAGRKENC01,LSORHITOT,4,2031,1
GLOBAL,LNDAGRKENC01,LSORHITOT,4,2032,1
GLOBAL,LNDAGRKENC01,LSORHITOT,4,2033,1
GLOBAL,LNDAGRKENC01,LSORHITOT,4,2034,1
GLOBAL,LNDAGRKENC01,LSORHITOT,4,2035,1
GLOBAL,LNDAGRKENC01,LSORHITOT,4,2036,1
GLOBAL,LNDAGRKENC01,LSORHITOT,4,2037,1
GLOBAL,LNDAGRKENC01,LSORHITOT,4,2038,1
GLOBAL,LNDAGRKENC01,LSORHITOT,4,2039,1
GLOBAL,LNDAGRKENC01,LSORHITOT,4,2040,1
GLOBAL,LNDAGRKENC01,WTRPRCKEN,4,2020,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,4,2021,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,4,2022,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,4,2023,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,4,2024,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,4,2025,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,4,2026,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,4,2027,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,4,2028,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,4,2029,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,4,2030,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,4,2031,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,4,2032,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,4,2033,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,4,2034,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,4,2035,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,4,2036,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,4,2037,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,4,2038,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,4,2039,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,4,2040,0.78
GLOBAL,LNDAGRKENC01,AGRWATKEN,4,2020,0.25
GLOBAL,LNDAGRKENC01,AGRWATKEN,4,2021,0.25
GLOBAL,LNDAGRKENC01,AGRWATKEN,4,2022,0.25
GLOBAL,LNDAGRKENC01,AGRWATKEN,4,2023,0.25
GLOBAL,LNDAGRKENC01,AGRWATKEN,4,2024,0.25
GLOBAL,LNDAGRKENC01,AGRWATKEN,4,2025,0.25
GLOBAL,LNDAGRKENC01,AGRWATKEN,4,2026,0.25
GLOBAL,LNDAGRKENC01,AGRWATKEN,4,2027,0.25
GLOBAL,LNDAGRKENC01,AGRWATKEN,4,2028,0.25
GLOBAL,LNDAGRKENC01,AGRWATKEN,4,2029,0.25
GLOBAL,LNDAGRKENC01,AGRWATKEN,4,2030,0.25
GLOBAL,LNDAGRKENC01,AGRWATKEN,4,2031,0.25
GLOBAL,LNDAGRKENC01,AGRWATKEN,4,2032,0.25
GLOBAL,LNDAGRKENC01,AGRWATKEN,4,2033,0.25
GLOBAL,LNDAGRKENC01,AGRWATKEN,4,2034,0.25
GLOBAL,LNDAGRKENC01,AGRWATKEN,4,2035,0.25
GLOBAL,LNDAGRKENC01,AGRWATKEN,4,2036,0.25
GLOBAL,LNDAGRKENC01,AGRWATKEN,4,2037,0.25
GLOBAL,LNDAGRKENC01,AGRWATKEN,4,2038,0.25
GLOBAL,LNDAGRKENC01,AGRWATKEN,4,2039,0.25
GLOBAL,LNDAGRKENC01,AGRWATKEN,4,2040,0.25
GLOBAL,LNDAGRKENC01,LBEALRTOT,5,2020,1
GLOBAL,LNDAGRKENC01,LBEALRTOT,5,2021,1
GLOBAL,LNDAGRKENC01,LBEALRTOT,5,2022,1
GLOBAL,LNDAGRKENC01,LBEALRTOT,5,2023,1
GLOBAL,LNDAGRKENC01,LBEALRTOT,5,2024,1
GLOBAL,LNDAGRKENC01,LBEALRTOT,5,2025,1
GLOBAL,LNDAGRKENC01,LBEALRTOT,5,2026,1
GLOBAL,LNDAGRKENC01,LBEALRTOT,5,2027,1
GLOBAL,LNDAGRKENC01,LBEALRTOT,5,2028,1
GLOBAL,LNDAGRKENC01,LBEALRTOT,5,2029,1
GLOBAL,LNDAGRKENC01,LBEALRTOT,5,2030,1
GLOBAL,LNDAGRKENC01,LBEALRTOT,5,2031,1
GLOBAL,LNDAGRKENC01,LBEALRTOT,5,2032,1
GLOBAL,LNDAGRKENC01,LBEALRTOT,5,2033,1
GLOBAL,LNDAGRKENC01,LBEALRTOT,5,2034,1
GLOBAL,LNDAGRKENC01,LBEALRTOT,5,2035,1
GLOBAL,LNDAGRKENC01,LBEALRTOT,5,2036,1
GLOBAL,LNDAGRKENC01,LBEALRTOT,5,2037,1
GLOBAL,LNDAGRKENC01,LBEALRTOT,5,2038,1
GLOBAL,LNDAGRKENC01,LBEALRTOT,5,2039,1
GLOBAL,LNDAGRKENC01,LBEALRTOT,5,2040,1
GLOBAL,LNDAGRKENC01,WTRPRCKEN,5,2020,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,5,2021,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,5,2022,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,5,2023,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,5,2024,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,5,2025,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,5,2026,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,5,2027,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,5,2028,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,5,2029,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,5,2030,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,5,2031,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,5,2032,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,5,2033,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,5,2034,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,5,2035,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,5,2036,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,5,2037,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,5,2038,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,5,2039,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,5,2040,0.78
GLOBAL,LNDAGRKENC01,AGRWATKEN,5,2021,0
GLOBAL,LNDAGRKENC01,AGRWATKEN,5,2023,0
GLOBAL,LNDAGRKENC01,AGRWATKEN,5,2025,0
GLOBAL,LNDAGRKENC01,AGRWATKEN,5,2027,0
GLOBAL,LNDAGRKENC01,AGRWATKEN,5,2029,0
GLOBAL,LNDAGRKENC01,AGRWATKEN,5,2031,0
GLOBAL,LNDAGRKENC01,AGRWATKEN,5,2033,0
GLOBAL,LNDAGRKENC01,AGRWATKEN,5,2035,0
GLOBAL,LNDAGRKENC01,AGRWATKEN,5,2037,0
GLOBAL,LNDAGRKENC01,AGRWATKEN,5,2039,0
GLOBAL,LNDAGRKENC01,LTEAHRTOT,6,2020,1
GLOBAL,LNDAGRKENC01,LTEAHRTOT,6,2021,1
GLOBAL,LNDAGRKENC01,LTEAHRTOT,6,2022,1
GLOBAL,LNDAGRKENC01,LTEAHRTOT,6,2023,1
GLOBAL,LNDAGRKENC01,LTEAHRTOT,6,2024,1
GLOBAL,LNDAGRKENC01,LTEAHRTOT,6,2025,1
GLOBAL,LNDAGRKENC01,LTEAHRTOT,6,2026,1
GLOBAL,LNDAGRKENC01,LTEAHRTOT,6,2027,1
GLOBAL,LNDAGRKENC01,LTEAHRTOT,6,2028,1
GLOBAL,LNDAGRKENC01,LTEAHRTOT,6,2029,1
GLOBAL,LNDAGRKENC01,LTEAHRTOT,6,2030,1
GLOBAL,LNDAGRKENC01,LTEAHRTOT,6,2031,1
GLOBAL,LNDAGRKENC01,LTEAHRTOT,6,2032,1
GLOBAL,LNDAGRKENC01,LTEAHRTOT,6,2033,1
GLOBAL,LNDAGRKENC01,LTEAHRTOT,6,2034,1
GLOBAL,LNDAGRKENC01,LTEAHRTOT,6,2035,1
GLOBAL,LNDAGRKENC01,LTEAHRTOT,6,2036,1
GLOBAL,LNDAGRKENC01,LTEAHRTOT,6,2037,1
GLOBAL,LNDAGRKENC01,LTEAHRTOT,6,2038,1
GLOBAL,LNDAGRKENC01,LTEAHRTOT,6,2039,1
GLOBAL,LNDAGRKENC01,LTEAHRTOT,6,2040,1
GLOBAL,LNDAGRKENC01,WTRPRCKEN,6,2020,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,6,2021,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,6,2022,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,6,2023,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,6,2024,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,6,2025,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,6,2026,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,6,2027,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,6,2028,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,6,2029,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,6,2030,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,6,2031,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,6,2032,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,6,2033,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,6,2034,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,6,2035,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,6,2036,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,6,2037,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,6,2038,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,6,2039,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,6,2040,0.78
GLOBAL,LNDAGRKENC01,AGRWATKEN,6,2021,0
GLOBAL,LNDAGRKENC01,AGRWATKEN,6,2023,0
GLOBAL,LNDAGRKENC01,AGRWATKEN,6,2025,0
GLOBAL,LNDAGRKENC01,AGRWATKEN,6,2027,0
GLOBAL,LNDAGRKENC01,AGRWATKEN,6,2029,0
GLOBAL,LNDAGRKENC01,AGRWATKEN,6,2031,0
GLOBAL,LNDAGRKENC01,AGRWATKEN,6,2033,0
GLOBAL,LNDAGRKENC01,AGRWATKEN,6,2035,0
GLOBAL,LNDAGRKENC01,AGRWATKEN,6,2037,0
GLOBAL,LNDAGRKENC01,AGRWATKEN,6,2039,0
GLOBAL,LNDAGRKENC01,LBEALITOT,7,2020,1
GLOBAL,LNDAGRKENC01,LBEALITOT,7,2021,1
GLOBAL,LNDAGRKENC01,LBEALITOT,7,2022,1
GLOBAL,LNDAGRKENC01,LBEALITOT,7,2023,1
GLOBAL,LNDAGRKENC01,LBEALITOT,7,2024,1
GLOBAL,LNDAGRKENC01,LBEALITOT,7,2025,1
GLOBAL,LNDAGRKENC01,LBEALITOT,7,2026,1
GLOBAL,LNDAGRKENC01,LBEALITOT,7,2027,1
GLOBAL,LNDAGRKENC01,LBEALITOT,7,2028,1
GLOBAL,LNDAGRKENC01,LBEALITOT,7,2029,1
GLOBAL,LNDAGRKENC01,LBEALITOT,7,2030,1
GLOBAL,LNDAGRKENC01,LBEALITOT,7,2031,1
GLOBAL,LNDAGRKENC01,LBEALITOT,7,2032,1
GLOBAL,LNDAGRKENC01,LBEALITOT,7,2033,1
GLOBAL,LNDAGRKENC01,LBEALITOT,7,2034,1
GLOBAL,LNDAGRKENC01,LBEALITOT,7,2035,1
GLOBAL,LNDAGRKENC01,LBEALITOT,7,2036,1
GLOBAL,LNDAGRKENC01,LBEALITOT,7,2037,1
GLOBAL,LNDAGRKENC01,LBEALITOT,7,2038,1
GLOBAL,LNDAGRKENC01,LBEALITOT,7,2039,1
GLOBAL,LNDAGRKENC01,LBEALITOT,7,2040,1
GLOBAL,LNDAGRKENC01,WTRPRCKEN,7,2020,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,7,2021,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,7,2022,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,7,2023,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,7,2024,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,7,2025,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,7,2026,0.78
GLOBAL,LNDAGRKENC01,WTRPRCKEN,7,2027,0.78
