REGION,TECHNOLOGY,YEAR,VALUE
GLOBAL,LNDOTHHRTOT,2037,50
GLOBAL,LNDOTHHRTOT,2038,50
GLOBAL,LNDOTHHRTOT,2039,50
GLOBAL,LNDOTHHRTOT,2040,50
GLOBAL,LNDOTHHITOT,2020,65
GLOBAL,LNDOTHHITOT,2021,65
GLOBAL,LNDOTHHITOT,2022,65
GLOBAL,LNDOTHHITOT,2023,65
GLOBAL,LNDOTHHITOT,2024,65
GLOBAL,LNDOTHHITOT,2025,65
GLOBAL,LNDOTHHITOT,2026,65
GLOBAL,LNDOTHHITOT,2027,65
GLOBAL,LNDOTHHITOT,2028,65
GLOBAL,LNDOTHHITOT,2029,65
GLOBAL,LNDOTHHITOT,2030,65
GLOBAL,LNDOTHHITOT,2031,65
GLOBAL,LNDOTHHITOT,2032,65
GLOBAL,LNDOTHHITOT,2033,65
GLOBAL,LNDOTHHITOT,2034,65
GLOBAL,LNDOTHHITOT,2035,65
GLOBAL,LNDOTHHITOT,2036,65
GLOBAL,LNDOTHHITOT,2037,65
GLOBAL,LNDOTHHITOT,2038,65
GLOBAL,LNDOTHHITOT,2039,65
GLOBAL,LNDOTHHITOT,2040,65
GLOBAL,LNDOTHLRTOT,2020,5
GLOBAL,LNDOTHLRTOT,2021,5
GLOBAL,LNDOTHLRTOT,2022,5
GLOBAL,LNDOTHLRTOT,2023,5
GLOBAL,LNDOTHLRTOT,2024,5
GLOBAL,LNDOTHLRTOT,2025,5
GLOBAL,LNDOTHLRTOT,2026,5
GLOBAL,LNDOTHLRTOT,2027,5
GLOBAL,LNDOTHLRTOT,2028,5
GLOBAL,LNDOTHLRTOT,2029,5
GLOBAL,LNDOTHLRTOT,2030,5
GLOBAL,LNDOTHLRTOT,2031,5
GLOBAL,LNDOTHLRTOT,2032,5
GLOBAL,LNDOTHLRTOT,2033,5
GLOBAL,LNDOTHLRTOT,2034,5
GLOBAL,LNDOTHLRTOT,2035,5
GLOBAL,LNDOTHLRTOT,2036,5
GLOBAL,LNDOTHLRTOT,2037,5
GLOBAL,LNDOTHLRTOT,2038,5
GLOBAL,LNDOTHLRTOT,2039,5
GLOBAL,LNDOTHLRTOT,2040,5
